id,student_count,academic_year,semester,requires_special_scheduling,is_assistant,teacher_id,staff_code,first_name,last_name,teacher_email,course_id,course_code,course_name,course_type,lecture_hours,practical_hours,tutorial_hours,credits,teacher_dept,course_dept,instance_number
674,69,3,5,0,0,307,EE77,,,,1606,EE23511,Power System Analysis,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
631,69,3,5,0,0,308,EE05,,,,1608,EE23513,Control Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
649,10,2,3,0,0,308,EE05,,,,2037,ET23D11,Embedded System Development,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
638,68,2,3,0,0,309,EE78,,,,1595,EE23311,Electromagnetic Theory,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
648,34,2,3,0,0,309,EE78,,,,1600,EE23321,Electronic Devices and Circuits Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
643,69,2,3,0,0,310,EE10,,,,1598,EE23314,Electronic Devices and Circuits,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
645,35,2,3,0,0,310,EE10,,,,1600,EE23321,Electronic Devices and Circuits Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
650,64,4,7,0,0,312,EE54,,,,2022,EE19701,Hybrid Electric Vehicles,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
672,68,2,3,0,0,312,EE54,,,,1599,EE23315,Power Plant Engineering,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
624,64,4,7,0,0,313,EE11,,,,2024,EE19742,Power System Operation and Control,LoT,2,2,1,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
633,10,1,1,0,0,313,EE11,,,,2030,ET23113,Design of Microcontroller Based Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
660,23,3,5,0,0,314,EE59,,,,2049,EE23B21,Wiring Harness Design Engineering,L,0,6,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
161,70,2,3,0,0,315,EC214,,,,1570,EC23313,Digital Principles and System Design,T,3,0,0,3.0,Electronics & Communication Engineering,Electronics & Communication Engineering,1
634,69,2,3,0,0,316,EE56,,,,1596,EE23312,Electrical Machines – I,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
757,32,4,7,0,0,316,EE56,,,,2023,EE19741,Renewable Energy Systems,LoT,3,2,0,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
130,70,3,5,0,0,317,EC216,,,,1900,EC23E11,Introduction to MEMS,T,3,0,0,3.0,Electronics & Communication Engineering,Electronics & Communication Engineering,1
761,70,1,1,0,0,318,EE108,,,,311,EE23131,Principles of Electrical Engineering,LoT,2,2,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
641,32,3,5,0,0,319,EE82,,,,1610,GE23627,Design Thinking and Innovation,L,0,4,0,2.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
659,23,3,5,0,0,320,EE90,,,,2049,EE23B21,Wiring Harness Design Engineering,L,0,6,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
678,69,3,5,0,0,322,EE128,,,,2047,GE23521,Soft Skills – II,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
677,10,1,1,0,0,324,EE112,,,,2031,ET23114,Real Time Operating Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
754,32,4,7,0,0,324,EE112,,,,2023,EE19741,Renewable Energy Systems,LoT,3,2,0,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
759,39,4,7,0,0,324,EE112,,,,2025,EE19P72,Fundamentals of Embedded Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
669,68,3,5,0,0,326,EE125,,,,1607,EE23512,Power Electronics,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
630,35,3,5,0,0,328,EE102,,,,1609,EE23521,Control and Instrumentation Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
654,69,2,3,0,0,328,EE102,,,,1597,EE23313,Measurements and Instrumentation,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
657,68,3,5,0,0,329,EE96,,,,1611,EE23531,"Microprocessors, Microcontrollers and Applications",LoT,3,2,0,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
662,10,1,1,0,0,329,EE96,,,,2032,ET23121,Embedded System Laboratory I,L,0,4,0,2.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
679,10,1,1,0,0,329,EE96,,,,2029,ET23112,Software for Embedded Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
656,69,3,5,0,0,331,EE99,,,,1611,EE23531,"Microprocessors, Microcontrollers and Applications",LoT,3,2,0,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
663,10,2,3,0,0,331,EE99,,,,2051,ET23322,IOT for Embedded Applications Laboratory,L,0,4,0,2.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
758,39,4,7,0,0,331,EE99,,,,2025,EE19P72,Fundamentals of Embedded Systems,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
668,69,3,5,0,0,332,EE126,,,,1607,EE23512,Power Electronics,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
667,68,2,3,0,0,333,EE135,,,,1843,CS23336,Introduction to Python Programming,LoT,1,4,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
752,64,4,7,0,0,334,EE121,,,,2023,EE19741,Renewable Energy Systems,LoT,3,2,0,4.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
629,34,3,5,0,0,338,EE138,,,,1609,EE23521,Control and Instrumentation Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
655,68,2,3,0,0,338,EE138,,,,1597,EE23313,Measurements and Instrumentation,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
661,68,3,5,0,0,339,EE139,,,,2047,GE23521,Soft Skills – II,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
675,68,3,5,0,0,339,EE139,,,,1606,EE23511,Power System Analysis,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
635,68,2,3,0,0,347,EE52,,,,1596,EE23312,Electrical Machines – I,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
646,34,2,3,0,0,347,EE52,,,,1600,EE23321,Electronic Devices and Circuits Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
640,32,3,5,0,0,351,EE134,,,,1610,GE23627,Design Thinking and Innovation,L,0,4,0,2.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
644,68,2,3,0,0,358,EE133,,,,1598,EE23314,Electronic Devices and Circuits,T,3,0,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
647,34,2,3,0,0,358,EE133,,,,1600,EE23321,Electronic Devices and Circuits Laboratory,L,0,2,0,1.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
666,69,2,3,0,0,365,EE60,,,,1843,CS23336,Introduction to Python Programming,LoT,1,4,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
762,70,1,1,0,0,365,EE60,,,,311,EE23131,Principles of Electrical Engineering,LoT,2,2,0,3.0,Electrical & Electronics Engineering,Electrical & Electronics Engineering,1
69,70,2,3,0,0,400,IT230,,,,1833,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Information Technology,Computer Science & Engineering,1
466,68,4,7,0,0,477,ME227,,,,1997,MT19701,Automotive Mechatronics,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
478,68,4,7,0,0,479,ME35,,,,2006,MT19721,Project Work Phase - I,L,0,2,0,1.0,Mechatronics Engineering,Mechatronics Engineering,1
468,68,4,7,0,0,480,ME239,,,,1998,MT19702,Computer Aided Design and Manufacturing,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
474,68,4,7,0,0,480,ME239,,,,2001,MT19711,Computer Aided Engineering Laboratory,L,0,3,0,1.0,Mechatronics Engineering,Mechatronics Engineering,1
417,67,3,5,0,0,482,ME242,,,,1972,MT23511,Semiconductor Manufacturing,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
472,68,4,7,0,0,482,ME242,,,,2000,MT19704,Machine Vision,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
406,63,2,3,0,0,483,ME235,,,,1955,MT23334,Mechanics of Solids,LoT,3,2,0,4.0,Mechatronics Engineering,Mechatronics Engineering,1
403,67,3,5,0,0,488,ME228,,,,1971,MT23512,Industrial Electronics,T,2,0,1,3.0,Mechatronics Engineering,Mechatronics Engineering,1
421,67,3,5,0,0,488,ME228,,,,1976,MT23522,Industrial Electronics Laboratory,L,0,2,0,1.0,Mechatronics Engineering,Mechatronics Engineering,1
433,67,3,5,0,0,488,ME228,,,,1977,MT23523,Internship,L,0,2,0,1.0,Mechatronics Engineering,Mechatronics Engineering,1
430,67,3,5,0,0,489,ME255,,,,1996,GE23311,Fundamentals of Management for Engineers,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
397,63,2,3,0,0,493,ME231,,,,1951,MT23331,Analog Devices and Drives,LoT,2,2,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
422,67,3,5,0,0,493,ME231,,,,1979,GE23521,Soft Skills – II,L,0,2,0,1.0,Mechatronics Engineering,Mechatronics Engineering,1
470,68,4,7,0,0,493,ME231,,,,1999,MT19703,Industrial Automation,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
475,68,4,7,0,0,493,ME231,,,,2002,MT19712,Industrial Automation Laboratory,L,0,3,0,2.0,Mechatronics Engineering,Mechatronics Engineering,1
418,67,3,5,0,0,495,ME256,,,,1973,MT23513,Basic Engineering Research Methods,T,3,0,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
425,63,2,3,0,0,495,ME256,,,,1956,CS23336,Introduction to Python Programming,LoT,1,4,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
476,68,4,7,0,0,495,ME256,,,,2004,MT19713,"Mechatronics Problem Solving using AI, ML & DL",L,0,4,0,2.0,Mechatronics Engineering,Mechatronics Engineering,1
419,67,3,5,0,0,496,ME147,,,,1984,CS23422,Python Programming for Machine Learning,L,0,4,0,2.0,Mechatronics Engineering,Mechatronics Engineering,1
424,63,2,3,0,0,496,ME147,,,,1735,MT23332,Digital System Design,LoT,2,2,0,3.0,Mechatronics Engineering,Mechatronics Engineering,1
396,63,2,3,0,0,516,ME197,,,,1953,MT23333,Manufacturing Technology,LoT,3,2,0,4.0,Mechatronics Engineering,Mechatronics Engineering,1
398,67,3,5,0,0,557,ME247,,,,1771,RO23512,Theory of Mechanisms and Machines-II,T,3,0,1,4.0,Robotics & Automation,Robotics & Automation,1
449,66,4,7,0,0,557,ME247,,,,1993,RO19703,Material Handling system,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
477,66,4,7,0,0,557,ME247,,,,2008,RO19711,Innovation and Design thinking for Robotics and Automation,L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
445,66,4,7,0,0,558,ME185,,,,1991,RO19702,Computer Integrated Manufacturing,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
401,63,2,3,0,0,563,ME213,,,,1759,RO23311,Analog and Digital Electronics,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
404,67,3,5,0,0,563,ME213,,,,1772,RO23521,Mobile Robotics laboratory,L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
407,66,4,7,0,0,563,ME213,,,,1781,RO23721,"Robotics & Automation Problem Solving using AI, ML and DL",L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
343,67,3,5,0,0,564,ME246,,,,1770,RO23511,AI for Robotics,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
349,70,2,3,0,0,564,ME246,,,,1761,RO23313,Sensors in Automation,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
415,67,3,5,0,0,564,ME246,,,,1773,RO23522,"Industrial Automation 
 Laboratory-II",L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
412,63,2,3,0,0,567,ME236,,,,1762,RO23331,Elements of Manufacturing Process,LoT,2,2,0,3.0,Robotics & Automation,Robotics & Automation,1
444,66,4,7,0,0,567,ME236,,,,1987,GE19304,Fundamentals of Management for Engineers,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
410,63,2,3,0,0,570,ME244,,,,1762,RO23331,Elements of Manufacturing Process,LoT,2,2,0,3.0,Robotics & Automation,Robotics & Automation,1
413,66,4,7,0,0,570,ME244,,,,1782,RO23722,Project Work (Phase - I),L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
450,66,4,7,0,0,570,ME244,,,,1994,RO19D12,Advanced Manufacturing Systems,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
408,63,2,3,0,0,572,ME248,,,,1763,RO23332,Mechanics of Materials,LoT,3,2,0,4.0,Robotics & Automation,Robotics & Automation,1
454,67,3,5,0,0,572,ME248,,,,1995,RO23C13,Farm Automation,T,3,0,0,3.0,Robotics & Automation,Robotics & Automation,1
414,60,1,1,0,0,578,ME050,,,,501,RO23111,Introduction To Mechanical Systems,T,2,0,1,3.0,Robotics & Automation,Robotics & Automation,1
416,63,2,3,0,0,578,ME050,,,,1891,CS23422,Python Programming for Machine Learning,L,0,4,0,2.0,Robotics & Automation,Robotics & Automation,1
97,64,2,3,0,0,591,CS40,,,,1526,CR23331,Cryptography,LoT,3,2,0,4.0,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security),1
73,64,2,3,0,0,1743,CSD001,,,,1459,CD23332,UI and UX design,LoT,2,4,0,4.0,Computer Science & Design,Computer Science & Design,1
94,67,4,7,0,0,1743,CSD001,,,,1822,CD19701,Fundamentals of Video for Engineers,T,3,0,0,3.0,Computer Science & Design,Computer Science & Design,1
152,70,2,3,0,0,1746,EC223,,,,1568,EC23311,Analog Circuits –I,T,3,0,0,3.0,Electronics & Communication Engineering,Electronics & Communication Engineering,1
304,70,2,3,0,0,1753,New Staff-1,,,,1542,CS23311,Computer Architecture,T,3,0,0,3.0,Computer Science & Engineering,Computer Science & Engineering,1
305,70,2,3,0,0,1753,New Staff-1,,,,1542,CS23311,Computer Architecture,T,3,0,0,3.0,Computer Science & Engineering,Computer Science & Engineering,2
306,70,2,3,0,0,1754,New Staff-2,,,,1542,CS23311,Computer Architecture,T,3,0,0,3.0,Computer Science & Engineering,Computer Science & Engineering,1
307,70,2,3,0,0,1754,New Staff-2,,,,1542,CS23311,Computer Architecture,T,3,0,0,3.0,Computer Science & Engineering,Computer Science & Engineering,2
308,70,2,3,0,0,1755,New Staff-3,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
310,70,2,3,0,0,1755,New Staff-3,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,2
311,70,2,3,0,0,1756,New Staff-4,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
312,70,2,3,0,0,1756,New Staff-4,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,2
313,70,2,3,0,0,1757,New Staff-5,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
315,70,2,3,0,0,1757,New Staff-5,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,2
316,70,2,3,0,0,1758,New Staff-6,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
318,70,2,3,0,0,1758,New Staff-6,,,,1543,CS23331,Design and Analysis of Algorithms,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,2
323,70,2,3,0,0,1759,New Staff-7,,,,1544,CS23332,Database Management Systems,LoT,3,4,0,5.0,Computer Science & Engineering,Computer Science & Engineering,1
339,70,2,3,0,0,1761,New Staff-9,,,,1544,CS23332,Database Management Systems,LoT,3,4,0,5.0,Computer Science & Engineering,Computer Science & Engineering,1
341,70,2,3,0,0,1761,New Staff-9,,,,1546,CS23334,Fundamentals of Data Science,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
342,70,2,3,0,0,1762,New Staff-10,,,,1545,CS23333,Object Oriented Programming Using JAVA,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
344,70,2,3,0,0,1763,New Staff-11,,,,1546,CS23334,Fundamentals of Data Science,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
345,70,2,3,0,0,1763,New Staff-11,,,,1546,CS23334,Fundamentals of Data Science,LoT,3,2,0,4.0,Computer Science & Engineering,Computer Science & Engineering,2
347,70,3,5,0,0,1764,New Staff-12,,,,1554,CS23512,Fundamentals of Mobile Computing,T,3,0,0,3.0,Computer Science & Engineering,Computer Science & Engineering,1
350,70,1,1,0,0,1768,New Staff-16,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
351,70,1,1,0,0,1769,New Staff-17,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
352,70,1,1,0,0,1770,New Satff-18,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
354,70,1,1,0,0,1771,New Staff-19,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
356,70,1,1,0,0,1772,New Staff-20,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
357,70,1,1,0,0,1773,New Staff-21,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
358,70,1,1,0,0,1774,New Staff-22,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
359,70,1,1,0,0,1775,New Staff-23,,,,378,GE23131,Programming using C,LoT,1,6,0,4.0,Computer Science & Engineering,Computer Science & Engineering,1
329,70,2,3,0,0,1777,New Staff-8,,,,1544,CS23332,Database Management Systems,LoT,3,4,0,5.0,Computer Science & Engineering,Computer Science & Engineering,1
